TimeStamp,RAINGUN.RAINGUN.ZONE4.MOISTURE,RAINGUN.RAINGUN.ZONE4.N,RAINGUN.RAINGUN.ZONE4.EC,RAINGUN.RAINGUN.ZONE4.P
13/09/2023 10:54,16.3,19,371,26
13/09/2023 10:55,16.3,19,371,26
13/09/2023 10:55,16.3,19,371,26
13/09/2023 10:56,16.3,19,371,26
13/09/2023 10:56,16.3,19,371,26
13/09/2023 10:57,16.3,19,371,26
13/09/2023 10:58,16.3,19,371,26
13/09/2023 10:58,16.3,19,371,26
13/09/2023 11:06,16.3,19,369,26
13/09/2023 11:07,16.3,19,369,26
13/09/2023 11:08,16.2,19,369,26
13/09/2023 11:08,16.2,19,369,26
13/09/2023 11:09,16.2,19,369,26
13/09/2023 11:09,16.2,19,369,26
13/09/2023 11:10,15.7,19,369,26
13/09/2023 11:10,16.2,19,369,26
13/09/2023 11:11,16.5,19,369,26
13/09/2023 11:12,16.5,19,369,26
13/09/2023 11:12,16.5,19,369,26
13/09/2023 11:13,16.5,19,369,26
13/09/2023 11:13,16.5,19,369,26
13/09/2023 11:14,15.3,19,369,26
13/09/2023 11:14,15.3,19,369,26
13/09/2023 11:15,15.3,19,369,26
13/09/2023 11:15,15.3,19,369,26
13/09/2023 11:16,15.3,19,369,26
13/09/2023 11:17,15.3,19,369,26
13/09/2023 11:17,15.3,19,369,26
13/09/2023 11:18,15.3,19,369,26
13/09/2023 11:18,15.3,19,369,26
13/09/2023 11:19,15.3,19,369,26
13/09/2023 11:19,15.3,19,369,26
13/09/2023 11:20,15,19,375,26
13/09/2023 11:20,15.3,19,369,26
13/09/2023 11:21,15,19,375,26
13/09/2023 11:22,15,19,375,26
13/09/2023 11:22,15,19,375,26
13/09/2023 11:23,15.3,19,375,26
13/09/2023 11:23,15,19,375,26
13/09/2023 11:24,15.3,19,375,26
13/09/2023 11:24,15.3,19,375,26
13/09/2023 11:25,15.3,19,375,26
13/09/2023 11:25,15.3,19,375,26
13/09/2023 11:26,15.3,19,375,26
13/09/2023 11:27,15.1,19,375,26
13/09/2023 11:27,15.3,19,375,26
13/09/2023 11:28,15.1,19,375,26
13/09/2023 11:28,15.1,19,375,26
13/09/2023 11:29,15.1,19,375,26
13/09/2023 11:30,15.1,19,375,26
13/09/2023 11:30,15.1,19,375,26
13/09/2023 11:31,15.1,19,375,26
13/09/2023 11:31,15.1,19,375,26
13/09/2023 11:32,15.1,19,375,26
13/09/2023 11:33,15.1,19,375,26
13/09/2023 11:33,15.1,19,375,26
13/09/2023 11:34,15.1,19,375,26
13/09/2023 11:34,15.1,19,375,26
13/09/2023 11:35,15.1,19,375,26
13/09/2023 11:36,15.1,19,375,26
13/09/2023 11:36,15.1,19,375,26
13/09/2023 11:37,14.8,19,375,26
13/09/2023 11:37,14.8,19,375,26
13/09/2023 11:38,15.6,19,375,26
13/09/2023 11:38,14.8,19,375,26
13/09/2023 11:39,15.6,19,375,26
13/09/2023 11:40,15.6,19,375,26
13/09/2023 11:40,15.6,19,375,26
13/09/2023 11:41,15.6,19,375,26
13/09/2023 11:42,15.5,19,375,26
13/09/2023 11:42,15.5,19,375,26
13/09/2023 11:43,16.6,19,375,26
13/09/2023 11:43,16.6,19,375,26
13/09/2023 11:44,16.6,19,375,26
13/09/2023 11:45,15.4,19,372,26
13/09/2023 11:45,15.4,19,372,26
13/09/2023 11:46,15.4,19,372,26
13/09/2023 11:46,15.4,19,372,26
13/09/2023 11:47,16.4,19,372,26
13/09/2023 11:48,16.4,19,372,26
13/09/2023 11:48,16.4,19,372,26
13/09/2023 11:49,16.4,19,372,26
13/09/2023 11:49,16.4,19,372,26
13/09/2023 11:50,15.6,19,372,26
13/09/2023 11:50,16.4,19,372,26
13/09/2023 11:51,15.6,19,372,26
13/09/2023 11:52,15.6,19,372,26
13/09/2023 11:52,15.6,19,372,26
13/09/2023 11:53,15.6,19,372,26
13/09/2023 11:53,15.6,19,372,26
13/09/2023 11:54,15.6,19,372,26
13/09/2023 11:55,16.9,19,370,26
13/09/2023 11:55,16.9,19,370,26
13/09/2023 11:56,16.9,19,370,26
13/09/2023 11:56,16.9,19,370,26
13/09/2023 11:57,17.3,19,370,26
13/09/2023 11:58,17.3,19,370,26
13/09/2023 11:58,17.3,19,370,26
13/09/2023 11:59,17.3,19,370,26
13/09/2023 11:59,17.3,19,370,26
13/09/2023 12:00,17.3,19,370,26
13/09/2023 12:01,17.3,19,370,26
13/09/2023 12:01,17.3,19,370,26
13/09/2023 12:02,17.3,19,370,26
13/09/2023 12:02,17.3,19,370,26
13/09/2023 12:03,17.3,19,370,26
13/09/2023 12:04,17.3,19,370,26
13/09/2023 12:04,17.3,19,370,26
13/09/2023 12:05,17.3,19,370,26
13/09/2023 12:05,17.3,19,370,26
13/09/2023 12:06,17.3,19,370,26
13/09/2023 12:07,17.3,19,370,26
13/09/2023 12:07,17.3,19,370,26
13/09/2023 12:08,16.1,19,370,26
13/09/2023 12:08,16.3,19,370,26
13/09/2023 12:09,17.2,19,370,26
13/09/2023 12:10,17.2,19,370,26
13/09/2023 12:10,17.2,19,370,26
13/09/2023 12:11,17.2,19,370,26
13/09/2023 12:11,17.2,19,370,26
13/09/2023 12:12,17.2,19,370,26
13/09/2023 12:13,17.2,19,370,26
13/09/2023 12:13,17.2,19,370,26
13/09/2023 12:14,17.2,19,370,26
13/09/2023 12:14,17.2,19,370,26
13/09/2023 12:15,17.2,19,370,26
13/09/2023 12:16,17.2,19,370,26
13/09/2023 12:16,17.2,19,370,26
13/09/2023 12:17,17.2,19,370,26
13/09/2023 12:17,17.2,19,370,26
13/09/2023 12:18,17.2,19,370,26
13/09/2023 12:19,17.2,19,370,26
13/09/2023 12:19,17.2,19,370,26
13/09/2023 12:20,17.2,19,370,26
13/09/2023 12:20,17.2,19,370,26
13/09/2023 12:21,17.2,19,370,26
13/09/2023 12:22,16.2,19,370,26
13/09/2023 12:22,16.2,19,370,26
13/09/2023 12:23,16.2,19,370,26
13/09/2023 12:23,16.2,19,370,26
13/09/2023 12:24,16.2,19,370,26
13/09/2023 12:25,17.7,19,370,26
13/09/2023 12:25,16.2,19,370,26
13/09/2023 12:26,17.7,20,376,26
13/09/2023 12:26,17.7,20,376,26
13/09/2023 12:27,17.7,20,376,26
13/09/2023 12:28,17.3,20,376,26
13/09/2023 12:28,17.7,20,376,26
13/09/2023 12:29,17.3,20,376,26
13/09/2023 12:29,17.3,20,376,26
13/09/2023 12:30,17.3,20,376,26
13/09/2023 12:31,17.3,20,376,26
13/09/2023 12:31,17.3,20,376,26
13/09/2023 12:32,17.3,20,376,26
13/09/2023 12:32,17.3,20,376,26
13/09/2023 12:33,17.3,20,376,26
13/09/2023 12:34,17.1,20,376,26
13/09/2023 12:34,17.1,20,376,26
13/09/2023 12:35,17.1,20,376,26
13/09/2023 12:35,17.1,20,376,26
13/09/2023 12:36,17.1,20,376,26
13/09/2023 12:37,17.1,20,376,26
13/09/2023 12:37,17.1,20,376,26
13/09/2023 12:38,17.3,20,376,26
13/09/2023 12:38,17.1,20,376,26
13/09/2023 12:39,17.3,20,376,26
13/09/2023 12:39,17.3,20,376,26
13/09/2023 12:40,17.3,20,376,26
13/09/2023 12:41,17.3,20,376,26
13/09/2023 12:41,17.3,20,376,26
13/09/2023 12:42,17.3,20,376,26
13/09/2023 12:42,17.3,20,376,26
13/09/2023 12:43,17.3,20,376,26
13/09/2023 12:44,17.3,20,376,26
13/09/2023 12:44,17.3,20,376,26
13/09/2023 12:45,17.3,20,376,26
13/09/2023 12:45,17.3,20,376,26
13/09/2023 12:46,17.3,20,376,26
13/09/2023 12:47,17.3,20,376,26
13/09/2023 12:47,17.3,20,376,26
13/09/2023 12:48,16.2,20,376,26
13/09/2023 12:48,16.2,20,376,26
13/09/2023 12:49,16.2,20,376,26
13/09/2023 12:50,16.2,20,376,26
13/09/2023 12:50,16.2,20,376,26
13/09/2023 12:51,16.5,20,376,26
13/09/2023 12:51,16.5,20,376,26
13/09/2023 12:52,16.5,20,376,26
13/09/2023 12:53,16.2,19,378,26
13/09/2023 12:53,16.2,19,378,26
13/09/2023 12:54,16.2,19,378,26
13/09/2023 12:54,16.2,19,378,26
13/09/2023 12:55,16.2,19,378,26
13/09/2023 12:56,16.2,19,378,26
13/09/2023 12:56,16.2,19,378,26
13/09/2023 12:57,16.1,19,376,26
13/09/2023 12:57,16.1,19,376,26
13/09/2023 12:58,16.1,19,376,26
13/09/2023 12:59,15.8,19,376,26
13/09/2023 12:59,15.9,19,376,26
13/09/2023 13:00,15.8,19,376,26
13/09/2023 13:00,15.8,19,376,26
13/09/2023 13:01,15.8,19,376,26
13/09/2023 13:02,15.8,19,376,26
13/09/2023 13:02,15.8,19,376,26
13/09/2023 13:03,15.8,19,376,26
13/09/2023 13:03,15.8,19,376,26
13/09/2023 13:04,15.8,19,376,26
13/09/2023 13:05,15.8,19,376,26
13/09/2023 13:05,15.8,19,376,26
13/09/2023 13:06,17,19,376,26
13/09/2023 13:06,15.8,19,376,26
13/09/2023 13:07,17,19,376,26
13/09/2023 13:08,17,19,376,26
13/09/2023 13:08,17,19,376,26
13/09/2023 13:09,17,19,376,26
13/09/2023 13:09,17,19,376,26
13/09/2023 13:10,15.5,19,375,26
13/09/2023 13:11,15.5,19,375,26
13/09/2023 13:11,15.5,19,375,26
13/09/2023 13:12,15.5,19,375,26
13/09/2023 13:12,15.5,19,375,26
13/09/2023 13:13,15.5,19,375,26
13/09/2023 13:14,15.5,19,375,26
13/09/2023 13:14,15.5,19,375,26
13/09/2023 13:15,15.5,19,375,26
13/09/2023 13:15,15.5,19,375,26
13/09/2023 13:16,15.5,19,375,26
13/09/2023 13:17,15.5,19,375,26
13/09/2023 13:17,15.5,19,375,26
13/09/2023 13:18,15.5,19,375,26
13/09/2023 13:18,15.5,19,375,26
13/09/2023 13:19,15.5,19,375,26
13/09/2023 13:20,15.5,19,375,26
13/09/2023 13:20,15.5,19,375,26
13/09/2023 13:21,15.5,19,375,26
13/09/2023 13:21,15.5,19,375,26
13/09/2023 13:22,15.5,19,375,26
13/09/2023 13:23,15.5,19,375,26
13/09/2023 13:23,15.5,19,375,26
13/09/2023 13:24,15.4,19,373,26
13/09/2023 13:24,15.5,19,375,26
13/09/2023 13:25,15.4,19,373,26
13/09/2023 13:26,15.4,19,373,26
13/09/2023 13:26,15.4,19,373,26
13/09/2023 13:27,15.4,19,373,26
13/09/2023 13:27,15.4,19,373,26
13/09/2023 13:28,15.4,19,373,26
13/09/2023 13:29,16.6,19,372,26
13/09/2023 13:29,15.4,19,373,26
13/09/2023 13:30,16.6,19,372,26
13/09/2023 13:30,16.6,19,372,26
13/09/2023 13:31,16.6,19,372,26
13/09/2023 13:32,16.6,19,372,26
13/09/2023 13:32,16.6,19,372,26
13/09/2023 13:33,16.2,19,370,26
13/09/2023 13:33,16.2,19,370,26
13/09/2023 13:34,16.2,19,370,26
13/09/2023 13:34,16.2,19,370,26
13/09/2023 13:35,16.2,19,370,26
13/09/2023 13:36,15.8,19,370,26
13/09/2023 13:36,15.8,19,370,26
13/09/2023 13:37,15.2,19,370,26
13/09/2023 13:37,15.2,19,370,26
13/09/2023 13:38,15.2,19,370,26
13/09/2023 13:39,15.7,19,369,26
13/09/2023 13:39,15.7,19,369,26
13/09/2023 13:40,15.7,19,369,26
13/09/2023 13:40,15.7,19,369,26
13/09/2023 13:41,15.7,19,369,26
13/09/2023 13:42,15.7,19,369,26
13/09/2023 13:42,15.7,19,369,26
13/09/2023 13:43,15.7,19,369,26
13/09/2023 13:43,15.7,19,369,26
13/09/2023 13:44,15.7,19,369,26
13/09/2023 13:45,17.1,19,369,26
13/09/2023 13:45,17.1,19,369,26
13/09/2023 13:46,17.1,19,369,26
13/09/2023 13:46,17.1,19,369,26
13/09/2023 13:47,17.1,19,369,26
13/09/2023 13:48,17.1,19,369,26
13/09/2023 13:48,17.1,19,369,26
13/09/2023 13:49,17.1,19,369,26
13/09/2023 13:49,17.1,19,369,26
13/09/2023 13:50,15.5,19,373,26
13/09/2023 13:51,16.2,19,373,26
13/09/2023 13:51,15.5,19,373,26
13/09/2023 13:52,16.2,19,373,26
13/09/2023 13:52,16.2,19,373,26
13/09/2023 13:53,16.2,19,373,26
13/09/2023 13:54,16.2,19,373,26
13/09/2023 13:54,16.2,19,373,26
13/09/2023 13:55,15,19,373,26
13/09/2023 13:55,16.2,19,373,26
13/09/2023 13:56,15,19,373,26
13/09/2023 13:57,15,19,373,26
13/09/2023 13:57,15,19,373,26
13/09/2023 13:58,15,19,373,26
13/09/2023 13:58,15,19,373,26
13/09/2023 13:59,15,19,373,26
13/09/2023 14:00,15,19,373,26
13/09/2023 14:00,15,19,373,26
13/09/2023 15:04,16.3,19,374,26
13/09/2023 15:05,15.3,19,374,26
13/09/2023 15:05,15.3,19,374,26
13/09/2023 15:06,15.3,19,374,26
13/09/2023 15:07,15.3,19,374,26
13/09/2023 15:07,15.3,19,374,26
13/09/2023 15:08,15.3,19,374,26
13/09/2023 15:08,15.3,19,374,26
13/09/2023 15:09,17.5,19,374,26
13/09/2023 15:09,17.5,19,374,26
13/09/2023 15:10,16.2,19,374,26
13/09/2023 15:11,15.6,19,369,26
13/09/2023 15:11,16.2,19,374,26
13/09/2023 15:12,15.6,19,369,26
13/09/2023 15:12,15.6,19,369,26
13/09/2023 15:13,15.6,19,369,26
13/09/2023 15:13,15.6,19,369,26
13/09/2023 15:14,15.6,19,369,26
13/09/2023 15:14,15.6,19,369,26
13/09/2023 15:15,15.6,19,369,26
13/09/2023 15:16,15.6,19,369,26
13/09/2023 15:16,15.6,19,369,26
13/09/2023 15:17,15.6,19,369,26
13/09/2023 15:17,15.6,19,369,26
13/09/2023 15:18,15.6,19,369,26
13/09/2023 15:18,15.6,19,369,26
13/09/2023 15:19,15.6,19,369,26
13/09/2023 15:19,15.6,19,369,26
13/09/2023 15:20,15.7,19,369,26
13/09/2023 15:21,16.2,19,372,26
13/09/2023 15:21,15.7,19,369,26
13/09/2023 15:22,16.2,19,372,26
13/09/2023 15:22,15.6,19,372,26
13/09/2023 15:23,16,19,372,26
13/09/2023 15:23,16.2,19,372,26
13/09/2023 15:24,17.2,19,372,26
13/09/2023 15:24,17.2,19,372,26
13/09/2023 15:25,17.2,19,372,26
13/09/2023 15:26,17.2,19,372,26
13/09/2023 15:26,17.2,19,372,26
13/09/2023 15:27,17.2,19,372,26
13/09/2023 15:27,17.2,19,372,26
13/09/2023 15:28,17.5,19,369,26
13/09/2023 15:28,17.2,19,372,26
13/09/2023 15:29,16,19,369,26
13/09/2023 15:29,17.5,19,369,26
13/09/2023 15:30,16,19,369,26
13/09/2023 15:31,16,19,369,26
13/09/2023 15:31,16,19,369,26
13/09/2023 15:32,16,19,369,26
13/09/2023 15:32,16,19,369,26
13/09/2023 15:33,16,19,369,26
13/09/2023 15:33,16,19,369,26
13/09/2023 15:34,16,19,369,26
13/09/2023 15:34,16,19,369,26
13/09/2023 15:35,16,19,369,26
13/09/2023 15:36,16,19,369,26
13/09/2023 15:36,16,19,369,26
13/09/2023 15:37,16,19,369,26
13/09/2023 15:37,16,19,369,26
13/09/2023 15:38,16.3,19,369,26
13/09/2023 15:38,16.3,19,369,26
13/09/2023 15:39,16.3,19,369,26
13/09/2023 15:40,16.3,19,369,26
13/09/2023 15:40,16.3,19,369,26
13/09/2023 15:41,16.3,19,369,26
13/09/2023 15:41,16.3,19,369,26
13/09/2023 15:42,16.3,19,369,26
13/09/2023 15:42,16.3,19,369,26
13/09/2023 15:43,16.3,19,369,26
13/09/2023 15:43,16.3,19,369,26
13/09/2023 15:44,16.3,19,369,26
13/09/2023 15:45,16.3,19,369,26
13/09/2023 15:45,16.3,19,369,26
13/09/2023 15:46,16.3,19,369,26
13/09/2023 15:46,16.3,19,369,26
13/09/2023 15:47,17.2,19,369,26
13/09/2023 15:47,17.2,19,369,26
13/09/2023 15:48,17.2,19,369,26
13/09/2023 15:48,17.2,19,369,26
13/09/2023 15:49,17.2,19,369,26
13/09/2023 15:50,17.2,19,369,26
13/09/2023 15:50,17.2,19,369,26
13/09/2023 15:51,17.2,19,369,26
13/09/2023 15:51,17.2,19,369,26
13/09/2023 15:52,15.5,19,369,26
13/09/2023 15:52,15.5,19,369,26
13/09/2023 15:53,15.5,19,369,26
13/09/2023 15:53,15.5,19,369,26
13/09/2023 15:54,15.5,19,369,26
13/09/2023 15:55,15.5,19,369,26
13/09/2023 15:55,15.5,19,369,26
13/09/2023 15:56,15.5,19,369,26
13/09/2023 15:56,15.5,19,369,26
13/09/2023 15:57,15.6,19,370,26
13/09/2023 15:57,17.2,19,370,26
13/09/2023 15:58,15.6,19,370,26
13/09/2023 15:58,15.6,19,370,26
13/09/2023 15:59,15.6,19,370,26
13/09/2023 16:00,15.6,19,370,26
13/09/2023 16:00,15.6,19,370,26
13/09/2023 16:01,15.6,19,370,26
13/09/2023 16:01,15.6,19,370,26
13/09/2023 16:02,15.6,19,370,26
13/09/2023 16:02,15.6,19,370,26
13/09/2023 16:03,15.6,19,370,26
13/09/2023 16:03,15.6,19,370,26
13/09/2023 16:04,15.6,19,370,26
13/09/2023 16:05,17,19,370,26
13/09/2023 16:05,15.6,19,370,26
13/09/2023 16:06,17,19,370,26
13/09/2023 16:06,17,19,370,26
13/09/2023 16:07,15.5,19,375,26
13/09/2023 16:07,17,19,370,26
13/09/2023 16:08,15.5,19,375,26
13/09/2023 16:09,15.5,19,375,26
13/09/2023 16:09,15.5,19,375,26
13/09/2023 16:10,16.2,19,371,26
13/09/2023 16:10,15.5,19,375,26
13/09/2023 16:11,15.6,19,373,26
13/09/2023 16:11,16.2,19,371,26
13/09/2023 16:12,15.6,19,373,26
13/09/2023 16:12,15.6,19,373,26
13/09/2023 16:13,15.6,19,373,26
13/09/2023 16:14,15.6,19,373,26
13/09/2023 16:14,15.6,19,373,26
13/09/2023 16:15,15.6,19,373,26
13/09/2023 16:24,15.8,19,373,26
13/09/2023 16:25,15.8,19,373,26
13/09/2023 16:26,15.1,19,373,26
13/09/2023 16:26,15.1,19,373,26
13/09/2023 16:27,15.1,19,373,26
13/09/2023 16:27,15.1,19,373,26
13/09/2023 16:28,15.1,19,373,26
13/09/2023 16:28,15.1,19,373,26
13/09/2023 16:29,15.1,19,373,26
13/09/2023 16:29,15.1,19,373,26
13/09/2023 16:30,15.1,19,373,26
13/09/2023 16:31,15.1,19,373,26
13/09/2023 16:31,15.1,19,373,26
13/09/2023 16:32,15.1,19,373,26
13/09/2023 16:32,15.1,19,373,26
13/09/2023 16:33,16.4,19,373,26
13/09/2023 16:33,15.1,19,373,26
13/09/2023 16:34,16.4,19,373,26
13/09/2023 16:35,16.4,19,373,26
13/09/2023 16:35,16.4,19,373,26
13/09/2023 16:36,16.4,19,373,26
13/09/2023 16:36,16.4,19,373,26
13/09/2023 16:37,15.5,19,373,26
13/09/2023 16:37,15.5,19,373,26
13/09/2023 16:38,15.5,19,373,26
13/09/2023 16:38,15.5,19,373,26
13/09/2023 16:39,15.5,19,373,26
13/09/2023 16:40,15.5,19,373,26
13/09/2023 16:40,15.5,19,373,26
13/09/2023 16:41,15.5,19,373,26
13/09/2023 16:41,15.5,19,373,26
13/09/2023 16:42,15.1,19,373,26
13/09/2023 16:42,15.5,19,373,26
13/09/2023 16:43,15.1,19,373,26
13/09/2023 16:44,16.6,19,372,26
13/09/2023 16:44,15.1,19,373,26
13/09/2023 16:45,15.2,19,372,26
13/09/2023 16:45,15.2,19,372,26
13/09/2023 16:46,15.2,19,372,26
13/09/2023 16:46,15.2,19,372,26
13/09/2023 16:47,15.2,19,372,26
13/09/2023 16:47,15.2,19,372,26
13/09/2023 16:48,15.2,19,372,26
13/09/2023 16:49,15.2,19,372,26
13/09/2023 16:49,15.2,19,372,26
13/09/2023 16:50,16.3,19,372,26
13/09/2023 16:50,15.2,19,372,26
13/09/2023 16:51,16.3,19,372,26
13/09/2023 16:51,16.3,19,372,26
13/09/2023 16:52,16.3,19,372,26
13/09/2023 16:52,16.3,19,372,26
13/09/2023 16:53,16.4,19,372,26
13/09/2023 16:54,16.4,19,372,26
13/09/2023 16:54,16.4,19,372,26
13/09/2023 16:55,16.5,19,372,26
13/09/2023 16:55,16.4,19,372,26
13/09/2023 16:56,16.5,19,372,26
13/09/2023 16:56,16.5,19,372,26
13/09/2023 16:57,16.5,19,372,26
13/09/2023 16:57,16.5,19,372,26
13/09/2023 16:58,16.5,19,372,26
13/09/2023 16:59,16.5,19,372,26
13/09/2023 16:59,16.5,19,372,26
13/09/2023 17:00,16.5,19,372,26
13/09/2023 17:00,16.5,19,372,26
13/09/2023 17:01,16.5,19,372,26
13/09/2023 17:01,16.5,19,372,26
13/09/2023 17:02,16.2,19,368,26
13/09/2023 17:03,16.2,19,368,26
13/09/2023 17:03,16.2,19,368,26
